,Country Name,Country Code,Year,Control of Corruption Score,Government Effectiveness Score,Political Stability Score,Regulatory Quality Score,Rule of Law Score,Free Speech Score,Age
517,Kuwait,KWT,2018,-0.2882378,-0.0900602,0.1015981,0.0255093,0.210846,-0.6103786,2
518,Kuwait,KWT,2019,-0.1321924,0.0182124,0.1926405,0.06495,0.2156609,-0.655255,3
519,Kuwait,KWT,2020,-0.064645,-0.1582288,0.23795,0.2879493,0.3317031,-0.6801625,4
520,Kyrgyz Republic,KGZ,2016,-1.079152,-0.8957096,-0.6468619,-0.3526321,-1.023083,-0.4186765,0
521,Kyrgyz Republic,KGZ,2017,-1.056221,-0.7085057,-0.375253,-0.3495833,-0.9245595,-0.4308959,1
522,Kyrgyz Republic,KGZ,2018,-0.9493044,-0.6072606,-0.5388672,-0.3527106,-0.9044659,-0.3572986,2
523,Kyrgyz Republic,KGZ,2019,-0.9495352,-0.6816202,-0.2417716,-0.3474807,-0.8861678,-0.4542003,3
524,Kyrgyz Republic,KGZ,2020,-1.110902,-0.5401577,-0.4277135,-0.4046249,-0.9265748,-0.5941642,4
525,Lao PDR,LAO,2016,-0.952299,-0.3983734,0.5322913,-0.7248681,-0.7960193,-1.759197,0
526,Lao PDR,LAO,2017,-0.9369708,-0.3854913,0.3966877,-0.7200474,-0.8810804,-1.751465,1
527,Lao PDR,LAO,2018,-0.9758381,-0.6694068,0.4081254,-0.7734566,-0.8390376,-1.752665,2
528,Lao PDR,LAO,2019,-1.05815,-0.7853428,0.5163149,-0.7129982,-0.9408555,-1.816531,3
529,Lao PDR,LAO,2020,-1.068325,-0.7660105,0.6778482,-0.8009471,-0.8496245,-1.795886,4
530,Latvia,LVA,2016,0.4312085,1.004884,0.4790692,1.080243,0.9590222,0.8425509,0
531,Latvia,LVA,2017,0.5382369,0.9060058,0.4622171,1.157015,0.9347311,0.7974426,1
532,Latvia,LVA,2018,0.3294219,1.041863,0.4073735,1.142373,0.9570854,0.7824228,2
533,Latvia,LVA,2019,0.5117261,1.104713,0.4434652,1.192789,1.014091,0.8571491,3
534,Latvia,LVA,2020,0.7226007,0.8822721,0.4600297,1.187873,0.9567372,0.8720494,4
535,Lebanon,LBN,2016,-0.9650525,-0.5386534,-1.618973,-0.3431615,-0.8306962,-0.5196985,0
536,Lebanon,LBN,2017,-1.000149,-0.5159393,-1.627562,-0.3062975,-0.8235857,-0.5761529,1
537,Lebanon,LBN,2018,-1.098323,-0.7181444,-1.629085,-0.3667725,-0.7975594,-0.5197493,2
538,Lebanon,LBN,2019,-1.13634,-0.8334518,-1.672521,-0.425267,-0.8583319,-0.5154753,3
539,Lebanon,LBN,2020,-1.145127,-1.169724,-1.645608,-0.6311523,-0.9043815,-0.5581721,4
540,Lesotho,LSO,2016,-0.0224305,-0.8019623,-0.2364652,-0.3875899,-0.1684017,-0.012435,0
541,Lesotho,LSO,2017,-0.0346408,-0.851104,-0.1866985,-0.320848,-0.2799313,-0.0085785,1
542,Lesotho,LSO,2018,-0.0977979,-0.857762,-0.1785933,-0.5002583,-0.3346602,0.0013654,2
543,Lesotho,LSO,2019,-0.048972,-0.8326482,-0.4215104,-0.5353864,-0.3802158,0.0059878,3
544,Lesotho,LSO,2020,-0.0859292,-0.9123116,-0.334338,-0.5658796,-0.4566434,0.0023245,4
545,Liberia,LBR,2016,-0.7214805,-1.278961,-0.4374078,-0.9484934,-0.9453741,-0.1044029,0
546,Liberia,LBR,2017,-0.6652668,-1.334823,-0.333085,-0.9444501,-0.949563,0.0455138,1
547,Liberia,LBR,2018,-0.849687,-1.33557,-0.2117113,-0.9590582,-0.9896947,-0.0278313,2
548,Liberia,LBR,2019,-0.8906205,-1.374943,-0.3314337,-0.9789841,-0.9952623,-0.0721408,3
549,Liberia,LBR,2020,-0.8733276,-1.409893,-0.3696544,-1.002027,-1.025773,-0.0758209,4
550,Libya,LBY,2016,-1.6265,-1.891865,-2.28333,-2.274461,-1.817025,-1.430081,0
551,Libya,LBY,2017,-1.590597,-1.773762,-2.362226,-2.214244,-1.785457,-1.44333,1
552,Libya,LBY,2018,-1.550889,-1.850327,-2.444217,-2.28391,-1.785743,-1.537514,2
553,Libya,LBY,2019,-1.602725,-1.922291,-2.568074,-2.347087,-1.84853,-1.474824,3
554,Libya,LBY,2020,-1.620082,-2.009433,-2.47725,-2.321581,-1.969586,-1.382527,4
555,Liechtenstein,LIE,2016,2.042684,1.705361,1.477927,1.372598,1.688802,1.250354,0
556,Liechtenstein,LIE,2017,2.059929,1.767772,1.481363,1.496659,1.678719,1.279127,1
557,Liechtenstein,LIE,2018,2.007752,1.737858,1.475574,1.529928,1.67814,1.285558,2
558,Liechtenstein,LIE,2019,1.968458,1.696419,1.615636,1.540941,1.679649,1.229754,3
559,Liechtenstein,LIE,2020,1.997708,1.824068,1.698112,1.624495,1.763238,1.263847,4
560,Lithuania,LTU,2016,0.7138903,1.069675,0.82828,1.136219,1.029407,1.000032,0
561,Lithuania,LTU,2017,0.5561545,0.9675964,0.7757972,1.15865,0.9961067,0.9865081,1
562,Lithuania,LTU,2018,0.4986132,1.070827,0.7410422,1.101966,0.9574602,0.8916961,2
563,Lithuania,LTU,2019,0.6983815,1.043069,0.7798127,1.157465,1.023039,0.9963757,3
564,Lithuania,LTU,2020,0.8082245,1.05881,0.8669418,1.088133,0.9938994,1.007341,4
565,Luxembourg,LUX,2016,2.09683,1.69186,1.419485,1.722079,1.760503,1.500275,0
566,Luxembourg,LUX,2017,1.988933,1.685967,1.326013,1.694264,1.742432,1.521881,1
567,Luxembourg,LUX,2018,2.087758,1.777066,1.362696,1.757189,1.810989,1.530788,2
568,Luxembourg,LUX,2019,2.112312,1.733296,1.349191,1.70002,1.793767,1.493552,3
569,Luxembourg,LUX,2020,2.057724,1.842216,1.233051,1.842214,1.794463,1.502643,4
570,"Macao SAR, China",MAC,2016,0.8462322,1.181818,1.417062,1.781477,0.855765,-0.0613461,0
571,"Macao SAR, China",MAC,2017,0.6444919,1.383404,1.430736,1.759938,0.85168,-0.0545626,1
572,"Macao SAR, China",MAC,2018,0.7163699,1.202872,1.253313,1.612415,1.009867,-0.0755824,2
573,"Macao SAR, China",MAC,2019,0.7046384,1.169075,1.238523,1.627207,0.9189487,-0.3249116,3
574,"Macao SAR, China",MAC,2020,0.8041035,1.129532,1.154982,1.737686,0.8489459,-0.2872309,4
575,Madagascar,MDG,2016,-0.9071575,-1.167774,-0.2900946,-0.6897418,-0.8136014,-0.3154095,0
576,Madagascar,MDG,2017,-1.050658,-1.135797,-0.3012818,-0.6926262,-0.8593844,-0.3442534,1
577,Madagascar,MDG,2018,-0.9992472,-1.150132,-0.5794187,-0.7339826,-0.813552,-0.3278802,2
578,Madagascar,MDG,2019,-1.01278,-1.142615,-0.3206965,-0.7298915,-1.008889,-0.2430632,3
579,Madagascar,MDG,2020,-0.9716038,-1.001948,-0.4554836,-0.7433639,-0.8828606,-0.2750431,4
580,Malawi,MWI,2016,-0.7565478,-0.7261133,-0.1134786,-0.8448486,-0.3754695,-0.0292566,0
581,Malawi,MWI,2017,-0.6589844,-0.6580487,-0.251164,-0.7469076,-0.3730442,-0.0300397,1
582,Malawi,MWI,2018,-0.7400823,-0.7272929,-0.4323802,-0.6789179,-0.3782848,-0.0827839,2
583,Malawi,MWI,2019,-0.7845694,-0.7496988,-0.2801754,-0.7013465,-0.3310178,-0.1179386,3
584,Malawi,MWI,2020,-0.395084,-0.7944295,-0.2371846,-0.7217206,-0.2671367,-0.034748,4
585,Malaysia,MYS,2016,0.09614,0.8654159,0.1368246,0.7117952,0.4991277,-0.4169864,0
586,Malaysia,MYS,2017,0.0590311,0.8348417,0.1164103,0.7246627,0.4976971,-0.3988987,1
587,Malaysia,MYS,2018,0.3161213,1.075026,0.2515688,0.6988706,0.6233432,-0.1071984,2
588,Malaysia,MYS,2019,0.2520592,0.9974676,0.1438768,0.6732683,0.5916137,-0.0490037,3
589,Malaysia,MYS,2020,0.2494959,1.041389,0.1216756,0.7720808,0.6586787,-0.148041,4
590,Maldives,MDV,2016,-0.666067,-0.3215832,0.4209928,-0.457905,-0.4077393,-0.7330201,0
591,Maldives,MDV,2017,-0.7923263,-0.4604082,0.2320411,-0.4215108,-0.6224615,-0.7411916,1
592,Maldives,MDV,2018,-0.8770269,-0.4691004,0.0897951,-0.4773244,-0.5461846,-0.6811517,2
593,Maldives,MDV,2019,-0.2628275,-0.1961802,0.0320022,-0.4793369,-0.4102152,-0.4633412,3
594,Maldives,MDV,2020,-0.3392963,-0.1140211,0.4120386,-0.4917062,-0.3330472,-0.3303811,4
595,Mali,MLI,2016,-0.6546673,-0.992825,-1.617233,-0.5908752,-0.7823546,-0.231505,0
596,Mali,MLI,2017,-0.6438546,-0.9337433,-1.906901,-0.5714288,-0.7780491,-0.2511968,1
597,Mali,MLI,2018,-0.6985629,-1.003172,-2.088723,-0.5553012,-0.797424,-0.3333918,2
598,Mali,MLI,2019,-0.6989095,-1.056115,-2.201104,-0.5732464,-0.8342971,-0.4356304,3
599,Mali,MLI,2020,-0.7787145,-1.15448,-2.147444,-0.6080129,-0.9234388,-0.7305844,4
600,Malta,MLT,2016,0.7212987,0.9554117,1.080441,1.156792,0.9978037,1.196372,0
601,Malta,MLT,2017,0.7422087,1.006662,1.249405,1.284921,1.147332,1.171127,1
602,Malta,MLT,2018,0.5806578,0.9671637,1.283979,1.336544,1.054074,1.090269,2
603,Malta,MLT,2019,0.2399035,0.8581186,1.024583,0.9557325,0.9523847,1.081705,3
604,Malta,MLT,2020,0.3712346,1.039465,0.9510368,1.219251,0.9162602,1.1215,4
605,Marshall Islands,MHL,2016,-0.0510468,-1.56623,0.2077492,-0.9765467,-0.0982721,1.191461,0
606,Marshall Islands,MHL,2017,-0.0533027,-1.530098,0.8745483,-1.028267,0.092149,1.189854,1
607,Marshall Islands,MHL,2018,-0.0780323,-1.485737,0.7296695,-1.156026,-0.0482662,0.9293782,2
608,Marshall Islands,MHL,2019,-0.0471655,-1.471939,0.755262,-1.117219,-0.0309545,1.129077,3
609,Marshall Islands,MHL,2020,-0.027704,-1.406187,0.5895172,-1.103951,0.0045259,1.136699,4
610,Martinique,MTQ,2016,1.228804,0.796841,0.9996701,1.23882,0.8654476,0.0,0
611,Martinique,MTQ,2017,1.245126,1.113619,1.001911,1.209727,0.8736399,0.0,1
612,Martinique,MTQ,2018,1.239041,1.107289,0.9761723,1.193258,0.876514,0.0,2
613,Martinique,MTQ,2019,1.234696,1.088741,0.7732932,1.228282,0.6006506,0.0,3
614,Martinique,MTQ,2020,0.6787988,0.9790366,0.628841,0.9409034,0.6886193,0.0,4
615,Mauritania,MRT,2016,-0.7390987,-0.772055,-0.7469677,-0.7430018,-0.7266173,-0.7726986,0
616,Mauritania,MRT,2017,-0.7546754,-0.7247853,-0.6269363,-0.774446,-0.6009516,-0.7999724,1
617,Mauritania,MRT,2018,-0.8045963,-0.7268553,-0.6292259,-0.8109413,-0.6840196,-0.8730026,2
618,Mauritania,MRT,2019,-0.861761,-0.4983791,-0.5687606,-0.7590866,-0.5825586,-0.7999771,3
619,Mauritania,MRT,2020,-0.805144,-0.7722083,-0.75134,-0.8073273,-0.5869273,-0.8404648,4
620,Mauritius,MUS,2016,0.203452,0.9607887,1.013187,1.029757,0.7516838,0.8200555,0
621,Mauritius,MUS,2017,0.2422777,0.9236993,0.9711304,1.028536,0.7352318,0.7901566,1
622,Mauritius,MUS,2018,0.2681797,0.873037,0.8687,1.018246,0.7786068,0.7289586,2
623,Mauritius,MUS,2019,0.2955124,0.8703991,0.8092755,0.9961087,0.7642585,0.7807095,3
624,Mauritius,MUS,2020,0.4738657,0.8660755,0.8893682,1.126,0.9225383,0.7444666,4
625,Mexico,MEX,2016,-0.7194722,0.1316671,-0.6290694,0.2871219,-0.5563735,-0.0675288,0
626,Mexico,MEX,2017,-0.8388868,0.0510241,-0.7974465,0.2787054,-0.5586059,-0.077843,1
627,Mexico,MEX,2018,-0.8548902,-0.1576219,-0.648208,0.1582261,-0.6365064,-0.0166965,2
628,Mexico,MEX,2019,-0.8269345,-0.156787,-0.8369034,0.1037782,-0.6580054,0.0079715,3
629,Mexico,MEX,2020,-0.8476247,-0.1550609,-0.8500293,0.0767781,-0.670108,-0.0355823,4
630,"Micronesia, Fed. Sts.",FSM,2016,0.6546528,-0.3351288,1.057582,-0.9661163,-0.050868,1.147597,0
631,"Micronesia, Fed. Sts.",FSM,2017,0.7213003,0.0467935,1.178782,-0.9869629,-0.0229299,1.146132,1
632,"Micronesia, Fed. Sts.",FSM,2018,0.7007195,-0.1060019,1.168875,-0.9650339,-0.0299164,1.112811,2
633,"Micronesia, Fed. Sts.",FSM,2019,0.7507071,-0.1926782,1.108845,-0.9604086,0.0246855,1.146457,3
634,"Micronesia, Fed. Sts.",FSM,2020,0.8805574,-0.0826501,1.075389,-0.9548313,0.0900509,1.128635,4
635,Moldova,MDA,2016,-0.9515415,-0.6270108,-0.3035599,-0.1148862,-0.4951432,-0.0090996,0
636,Moldova,MDA,2017,-0.7984232,-0.5249389,-0.3189894,-0.0374159,-0.4170845,-0.0167025,1
637,Moldova,MDA,2018,-0.7188478,-0.4668742,-0.4044816,-0.0308212,-0.4115042,-0.116711,2
638,Moldova,MDA,2019,-0.6431275,-0.3837529,-0.3932399,0.0097272,-0.3727618,-0.1000074,3
639,Moldova,MDA,2020,-0.5742558,-0.4556413,-0.4173256,0.0425393,-0.410875,-0.0474039,4
640,Monaco,MCO,2016,0.0,0.0,1.014577,0.0,0.0,0.8368907,0
641,Monaco,MCO,2017,0.0,0.0,1.630338,0.0,0.0,0.8364292,1
642,Monaco,MCO,2018,0.0,0.0,1.608017,0.0,0.0,0.6311111,2
643,Monaco,MCO,2019,0.0,0.0,1.57937,0.0,0.0,0.6580359,3
644,Monaco,MCO,2020,0.0,0.0,0.87713,0.0,0.0,0.6734195,4
645,Mongolia,MNG,2016,-0.4870812,-0.0982263,0.7977929,-0.0763125,-0.2203148,0.3327664,0
646,Mongolia,MNG,2017,-0.454145,-0.2675595,0.7889858,-0.1161962,-0.306502,0.293299,1
647,Mongolia,MNG,2018,-0.4238776,-0.2292289,0.8336846,0.0233944,-0.2673786,0.2365272,2
648,Mongolia,MNG,2019,-0.4290292,-0.1954342,0.6343787,-0.0118551,-0.2661898,0.3237541,3
649,Mongolia,MNG,2020,-0.463969,-0.3437614,0.793758,-0.0923367,-0.263761,0.3791947,4
650,Montenegro,MNE,2016,-0.099121,0.131162,0.2766306,0.2244326,-0.0057706,0.0760475,0
651,Montenegro,MNE,2017,-0.090844,0.1672547,-0.0577443,0.298581,0.0051818,0.1241949,1
652,Montenegro,MNE,2018,0.0237472,0.1326951,0.0442785,0.3540395,0.1000398,0.0543081,2
653,Montenegro,MNE,2019,0.008084,0.1554429,0.0676736,0.364373,0.0962938,0.0247781,3
654,Montenegro,MNE,2020,-0.0030923,-0.0150124,-0.0026279,0.3970378,0.0590738,0.042153,4
655,Morocco,MAR,2016,-0.1296134,-0.1064113,-0.3125735,-0.2349505,-0.1584222,-0.6204771,0
656,Morocco,MAR,2017,-0.1428196,-0.1932489,-0.3739875,-0.2271556,-0.1665348,-0.6677755,1
657,Morocco,MAR,2018,-0.2204364,-0.2106368,-0.3452106,-0.2858383,-0.1380237,-0.680169,2
658,Morocco,MAR,2019,-0.2890898,-0.1194802,-0.3398933,-0.2115421,-0.1353823,-0.6473094,3
659,Morocco,MAR,2020,-0.3515292,-0.0301266,-0.326688,-0.1172722,-0.0884053,-0.6086332,4
660,Mozambique,MOZ,2016,-0.8748634,-0.8631648,-1.094005,-0.7045604,-1.051538,-0.41531,0
661,Mozambique,MOZ,2017,-0.8344449,-0.8870086,-0.9286562,-0.7280922,-0.9862705,-0.4208303,1
662,Mozambique,MOZ,2018,-0.7770854,-0.875317,-0.8245641,-0.7524768,-1.041748,-0.4933277,2
663,Mozambique,MOZ,2019,-0.8072244,-0.8230483,-0.749242,-0.7245978,-1.020236,-0.5429916,3
664,Mozambique,MOZ,2020,-0.7205738,-0.7244258,-1.16108,-0.6904809,-1.022154,-0.6013488,4
665,Myanmar,MMR,2016,-0.6210097,-0.9763568,-0.8046199,-0.8683162,-0.8871843,-0.7967733,0
666,Myanmar,MMR,2017,-0.565286,-1.046625,-1.084839,-0.8298815,-0.9440181,-0.8646715,1
667,Myanmar,MMR,2018,-0.5807476,-1.065393,-1.268853,-0.7480327,-1.033026,-0.9051722,2
668,Myanmar,MMR,2019,-0.614939,-1.14944,-1.328067,-0.7607889,-1.063034,-0.8572587,3
669,Myanmar,MMR,2020,-0.6537105,-0.9965181,-1.513142,-0.6322959,-1.17882,-0.9443119,4
670,Namibia,NAM,2016,0.3329011,0.1670501,0.7100897,-0.1359364,0.3626263,0.5842416,0
671,Namibia,NAM,2017,0.3146573,0.1956041,0.6283516,-0.1885961,0.2329533,0.5518577,1
672,Namibia,NAM,2018,0.3581539,0.0886441,0.6915024,-0.1155679,0.283602,0.458029,2
673,Namibia,NAM,2019,0.3551571,0.0959153,0.5296495,-0.1093711,0.3104669,0.5160421,3
674,Namibia,NAM,2020,0.3200082,0.0499711,0.6464528,-0.1089674,0.2980359,0.5633129,4
675,Nauru,NRU,2016,-0.4280255,-0.6884593,0.5790772,-0.3848716,-0.7754999,0.5079076,0
676,Nauru,NRU,2017,-0.4712846,-0.4331815,0.5188398,-1.096113,-0.7277977,0.5085089,1
677,Nauru,NRU,2018,-0.5525867,-0.0789918,0.7876214,-0.1430661,-0.6907547,0.4369614,2
678,Nauru,NRU,2019,-0.4486384,-0.1297272,0.7728432,-0.0331743,-0.7639237,0.4707053,3
679,Nauru,NRU,2020,-0.4629044,-0.0764715,0.9350108,0.1107325,-0.7466934,0.4261846,4
680,Nepal,NPL,2016,-0.7997717,-0.8265509,-0.846812,-0.7645323,-0.795664,-0.2514143,0
681,Nepal,NPL,2017,-0.7522711,-0.8836535,-0.6106943,-0.71452,-0.677187,-0.2036085,1
682,Nepal,NPL,2018,-0.6708352,-0.8982426,-0.5617288,-0.7379818,-0.4775418,-0.1357345,2
683,Nepal,NPL,2019,-0.6739821,-1.045521,-0.4538026,-0.7012125,-0.5353847,-0.1511171,3
684,Nepal,NPL,2020,-0.5777507,-0.9444261,-0.1973841,-0.6962198,-0.4909703,-0.0885782,4
685,Netherlands,NLD,2016,1.903791,1.85656,0.9122675,1.976167,1.887037,1.540341,0
686,Netherlands,NLD,2017,1.791991,1.854931,0.9211125,2.050719,1.801337,1.495971,1
687,Netherlands,NLD,2018,1.927847,1.850402,0.8542672,2.019616,1.786829,1.487597,2
688,Netherlands,NLD,2019,1.906103,1.803272,0.8475496,1.861228,1.77776,1.485456,3
689,Netherlands,NLD,2020,2.033416,1.853356,0.8503547,1.753378,1.759825,1.526045,4
690,Netherlands Antilles,ANT,2016,0.0,0.0,0.0,0.0,0.0,0.0,0
691,Netherlands Antilles,ANT,2017,0.0,0.0,0.0,0.0,0.0,0.0,1
692,Netherlands Antilles,ANT,2018,0.0,0.0,0.0,0.0,0.0,0.0,2
693,Netherlands Antilles,ANT,2019,0.0,0.0,0.0,0.0,0.0,0.0,3
694,Netherlands Antilles,ANT,2020,0.0,0.0,0.0,0.0,0.0,0.0,4
695,New Zealand,NZL,2016,2.283908,1.842496,1.519183,2.038275,1.95464,1.533283,0
696,New Zealand,NZL,2017,2.244731,1.769038,1.595223,2.09194,1.927889,1.558655,1
697,New Zealand,NZL,2018,2.174655,1.669032,1.533905,2.006682,1.876398,1.589525,2
698,New Zealand,NZL,2019,2.170174,1.670557,1.411302,1.881057,1.885101,1.535292,3
699,New Zealand,NZL,2020,2.150458,1.589406,1.486,1.877044,1.883367,1.596883,4
700,Nicaragua,NIC,2016,-0.8713118,-0.6887094,-0.0887977,-0.5067052,-0.6444019,-0.680073,0
701,Nicaragua,NIC,2017,-0.8721152,-0.6272182,-0.0488942,-0.6706238,-0.6461701,-0.7177669,1
702,Nicaragua,NIC,2018,-1.08738,-0.8029793,-0.9523925,-0.7042721,-1.057517,-1.100828,2
703,Nicaragua,NIC,2019,-1.096854,-0.7708514,-1.004794,-0.6889327,-1.175733,-1.09542,3
704,Nicaragua,NIC,2020,-1.249458,-0.7140198,-0.6496124,-0.6596352,-1.217995,-1.097209,4
705,Niger,NER,2016,-0.6440736,-0.6336225,-1.103307,-0.6713569,-0.6612533,-0.4192002,0
706,Niger,NER,2017,-0.6648608,-0.7034824,-1.265764,-0.6779783,-0.6820633,-0.4280417,1
707,Niger,NER,2018,-0.5763018,-0.7629804,-1.364558,-0.638694,-0.579003,-0.6036806,2
708,Niger,NER,2019,-0.5629889,-0.8012532,-1.410087,-0.6683207,-0.5327945,-0.5861695,3
709,Niger,NER,2020,-0.6588671,-0.617085,-1.742846,-0.7429972,-0.547357,-0.516928,4
710,Nigeria,NGA,2016,-1.024854,-1.087596,-1.87771,-0.9188931,-1.017473,-0.319409,0
711,Nigeria,NGA,2017,-1.078973,-1.01082,-1.999155,-0.8839844,-0.8708053,-0.3400025,1
712,Nigeria,NGA,2018,-1.051078,-1.018126,-2.101823,-0.804415,-0.8801294,-0.4307562,2
713,Nigeria,NGA,2019,-1.101318,-1.088863,-1.920183,-0.8609191,-0.8980616,-0.4345323,3
714,Nigeria,NGA,2020,-1.09688,-1.029475,-1.859349,-0.9626663,-0.8124883,-0.5851821,4
715,Niue,NIU,2016,0.0,0.0,0.6277127999999998,0.0,0.0,1.8762119999999998,0
716,Niue,NIU,2017,0.0,0.0,0.8084410999999999,0.0,0.0,1.6964439999999998,1
717,Niue,NIU,2018,0.0,0.0,0.9891694,0.0,0.0,1.516676,2
718,Niue,NIU,2019,0.0,0.0,1.326901,0.0,0.0,1.325362,3
719,Niue,NIU,2020,0.0,0.0,1.350626,0.0,0.0,1.15714,4
720,North Macedonia,MKD,2016,-0.2851689,0.1035546,-0.3512047,0.4409401,-0.2776906,-0.2349834,0
721,North Macedonia,MKD,2017,-0.309682,0.1445076,-0.2543324,0.5044911,-0.2464661,-0.1389609,1
722,North Macedonia,MKD,2018,-0.3697799,0.1981912,-0.2087288,0.5655299,-0.245655,-0.0333297,2
723,North Macedonia,MKD,2019,-0.388858,-0.002664,0.0043563,0.5084947,-0.2431617,-0.0185322,3
724,North Macedonia,MKD,2020,-0.4226768,0.1382582,0.0983495,0.5077904,-0.0647446,0.055545,4
725,Norway,NOR,2016,2.196553,1.868862,1.200074,1.697963,2.036518,1.664908,0
726,Norway,NOR,2017,2.24039,1.986278,1.170479,1.816498,2.025476,1.694412,1
727,Norway,NOR,2018,2.089908,1.886028,1.141179,1.790837,1.965735,1.69625,2
728,Norway,NOR,2019,2.073593,1.861935,1.170565,1.8042,1.9853,1.655281,3
729,Norway,NOR,2020,2.099985,1.936734,1.248287,1.698057,1.983865,1.725093,4
730,Oman,OMN,2016,0.339559,0.1916907,0.760053,0.6104661,0.4078831,-1.054357,0
731,Oman,OMN,2017,0.2498263,0.1945709,0.7543823,0.422777,0.4349831,-1.061665,1
732,Oman,OMN,2018,0.2470057,0.1844854,0.6477199,0.1731074,0.4649602,-1.044274,2
733,Oman,OMN,2019,0.4526003,0.2590411,0.5875344,0.2924988,0.5544669,-1.154326,3
734,Oman,OMN,2020,0.2311826,0.1418495,0.3737737,0.4590778,0.6204309,-1.145927,4
735,Pakistan,PAK,2016,-0.8753213,-0.6534616,-2.483173,-0.6395842,-0.8045743,-0.699441,0
736,Pakistan,PAK,2017,-0.779681,-0.596828,-2.406306,-0.5919536,-0.7241798,-0.6934352,1
737,Pakistan,PAK,2018,-0.785426,-0.6311114,-2.269401,-0.6377932,-0.6735412,-0.8190891,2
738,Pakistan,PAK,2019,-0.8666273,-0.6771356,-2.265187,-0.6441157,-0.6674315,-0.8628094,3
739,Pakistan,PAK,2020,-0.8403147,-0.5459959,-1.853356,-0.7166667,-0.6917597,-0.8801562,4
740,Palau,PLW,2016,-0.4280255,-0.4018162,0.9504054,-0.17747,0.3240755,1.213394,0
741,Palau,PLW,2017,-0.4712846,-0.2280606,0.8745483,-0.5965419,0.2858942,1.211716,1
742,Palau,PLW,2018,-0.5525867,-0.0143339,0.8498075,-0.0574309,0.3066581,1.112811,2
743,Palau,PLW,2019,-0.4486384,-0.0456735,0.8770632,-0.0075199,0.3144668,1.065452,3
744,Palau,PLW,2020,-0.4629044,-0.0465997,0.8887936,0.0600498,-0.1902315,1.080369,4
745,Panama,PAN,2016,-0.4946144,0.1854768,0.4114301,0.3606293,0.0494793,0.5239984,0
746,Panama,PAN,2017,-0.5425075,0.0157372,0.389817,0.3875535,0.0317585,0.5194804,1
747,Panama,PAN,2018,-0.5531593,-0.0161535,0.2609004,0.3578646,-0.0919927,0.5434304,2
748,Panama,PAN,2019,-0.5822327,0.0645118,0.3036199,0.3612367,-0.1187436,0.5951817,3
749,Panama,PAN,2020,-0.5141932,0.0715803,0.2297324,0.3191189,-0.2077735,0.5704456,4
750,Papua New Guinea,PNG,2016,-0.9332389,-0.7375593,-0.5047721,-0.5559897,-0.7766212,0.1584232,0
751,Papua New Guinea,PNG,2017,-0.9014524,-0.6654483,-0.6978666,-0.651908,-0.823908,0.1328718,1
752,Papua New Guinea,PNG,2018,-0.8735843,-0.6704652,-0.6772177,-0.5347608,-0.7689355,0.0567654,2
753,Papua New Guinea,PNG,2019,-0.9914853,-0.8091748,-0.6973711,-0.5426779,-0.8012539,0.0933476,3
754,Papua New Guinea,PNG,2020,-0.5739502,-0.8467313,-0.7393168,-0.6815091,-0.7197714,0.0286327,4
755,Paraguay,PRY,2016,-0.7095437,-0.7924384,0.1417897,-0.2999762,-0.7299343,-0.0631443,0
756,Paraguay,PRY,2017,-0.7041839,-0.8088629,0.001771,-0.3021692,-0.7051968,-0.0437271,1
757,Paraguay,PRY,2018,-0.8349028,-0.5197215,-0.0797712,-0.0753872,-0.5235263,0.0295726,2
758,Paraguay,PRY,2019,-0.8308774,-0.5343443,-0.0103485,-0.2042026,-0.5564749,0.0582158,3
759,Paraguay,PRY,2020,-0.8706585,-0.4658506,0.0151681,-0.2023511,-0.4150999,0.0662908,4
760,Peru,PER,2016,-0.3672633,-0.1788173,-0.2017269,0.5083464,-0.4821758,0.2689729,0
761,Peru,PER,2017,-0.4985409,-0.1301121,-0.2595458,0.4183767,-0.5033391,0.2744299,1
762,Peru,PER,2018,-0.5298323,-0.2468995,-0.2704434,0.49744,-0.5290633,0.2022388,2
763,Peru,PER,2019,-0.4528491,-0.0678705,-0.152365,0.5636055,-0.4871095,0.2613717,3
764,Peru,PER,2020,-0.4895027,-0.2374633,-0.2868988,0.5264729,-0.3429749,0.2190309,4
765,Philippines,PHL,2016,-0.4881241,-0.0104617,-1.379819,-0.0041014,-0.3550694,0.1634221,0
766,Philippines,PHL,2017,-0.476546,-0.0546969,-1.18508,0.019665,-0.417701,0.0841495,1
767,Philippines,PHL,2018,-0.5422267,0.0531931,-1.092062,-0.0615247,-0.4749934,0.0136249,2
768,Philippines,PHL,2019,-0.5730505,0.0520084,-0.9151124,0.0083691,-0.4769835,0.0065084,3
769,Philippines,PHL,2020,-0.4816633,0.0608745,-0.7937949,0.0299304,-0.5518214,-0.1036209,4
770,Poland,POL,2016,0.7813226,0.6533463,0.507242,0.9519957,0.6099276,0.8441846,0
771,Poland,POL,2017,0.7294688,0.5678334,0.5183783,0.881161,0.4414217,0.775966,1
772,Poland,POL,2018,0.6541066,0.5629848,0.4925416,0.9425502,0.4204909,0.7007455,2
773,Poland,POL,2019,0.6421292,0.534801,0.5636535,1.013399,0.4312604,0.6731718,3
774,Poland,POL,2020,0.6507944,0.3764992,0.5743839,0.8859966,0.5398862,0.6171156,4
775,Portugal,PRT,2016,0.8978634,1.18345,0.9740514,0.844399,1.074871,1.157669,0
